TDI Format 1.5	Offset	Absorption::R	Absorption::Theta	Absorption::X	Absorption::Y	iterator	multi[0]:iterator	multi[0]:y	multi[1]:iterator	multi[1]:y	multi[1]:Gate Readback std	multi[1]:Gate Readback
 	0E+0	6.322057883E-7	1.3647E+2	-5.057651963E-7	4.214709969E-7	2.2749E+4	1.3E+1	8E+9	1.114E+3	6.883623275E-2	9.284397384E-3	3.331122839E+0
 	0E+0	5.479115889E-7	1.6374E+2	-5.900579815E-7	1.264411577E-7	2.275E+4	1.3E+1	8E+9	1.115E+3	6.913617277E-2	9.471993216E-3	3.331161754E+0
 	0E+0	7.165014019E-7	-1.50252E+2	-6.743550093E-7	-3.793246043E-7	2.2751E+4	1.3E+1	8E+9	1.116E+3	6.943611278E-2	9.407619532E-3	3.331100138E+0
 	0E+0	7.165014019E-7	1.57518E+2	-7.165014019E-7	2.528825982E-7	2.2752E+4	1.3E+1	8E+9	1.117E+3	6.973605279E-2	9.252597552E-3	3.330990852E+0
 	0E+0	1.095823178E-6	1.47996E+2	-9.693825858E-7	5.479115889E-7	2.2753E+4	1.3E+1	8E+9	1.118E+3	7.00359928E-2	9.327682317E-3	3.331138405E+0
 	0E+0	1.011528978E-6	1.70538E+2	-1.011528978E-6	1.264411577E-7	2.2754E+4	1.3E+1	8E+9	1.119E+3	7.033593281E-2	9.350649661E-3	3.33119548E+0
 	0E+0	8.429419939E-7	1.4409E+2	-7.165014019E-7	4.636173895E-7	2.2755E+4	1.3E+1	8E+9	1.12E+3	7.063587283E-2	9.231549682E-3	3.331135162E+0
 	0E+0	7.165014019E-7	1.25754E+2	-4.636173895E-7	5.479115889E-7	2.2756E+4	1.3E+1	8E+9	1.121E+3	7.093581284E-2	9.311406762E-3	3.330933776E+0
 	0E+0	9.272361932E-7	1.69824E+2	-9.272361932E-7	1.264411577E-7	2.2757E+4	1.3E+1	8E+9	1.122E+3	7.123575285E-2	9.474652348E-3	3.331316117E+0
 	0E+0	8.850883864E-7	1.75488E+2	-9.272361932E-7	4.214709969E-8	2.2758E+4	1.3E+1	8E+9	1.123E+3	7.153569286E-2	9.302695638E-3	3.331115056E+0
 	0E+0	7.165014019E-7	1.7631E+2	-7.586477945E-7	4.214709969E-8	2.2759E+4	1.3E+1	8E+9	1.124E+3	7.183563287E-2	9.351693476E-3	3.331264878E+0
 	0E+0	8.429419939E-7	1.4631E+2	-7.165014019E-7	4.636173895E-7	2.276E+4	1.3E+1	8E+9	1.125E+3	7.213557289E-2	9.355559712E-3	3.33139946E+0
 	0E+0	8.429419939E-7	1.14444E+2	-3.793246043E-7	7.586477945E-7	2.2761E+4	1.3E+1	8E+9	1.126E+3	7.24355129E-2	9.401195707E-3	3.331424754E+0
 	0E+0	8.850883864E-7	1.25706E+2	-5.479115889E-7	7.165014019E-7	2.2762E+4	1.3E+1	8E+9	1.127E+3	7.273545291E-2	9.363739177E-3	3.331493504E+0
 	0E+0	9.693825858E-7	1.4556E+2	-8.429419939E-7	5.479115889E-7	2.2763E+4	1.3E+1	8E+9	1.128E+3	7.303539292E-2	9.281265696E-3	3.331242502E+0
 	0E+0	6.743550093E-7	1.41954E+2	-5.479115889E-7	4.214709969E-7	2.2764E+4	1.3E+1	8E+9	1.129E+3	7.333533293E-2	9.313615903E-3	3.331320008E+0
 	0E+0	4.636173895E-7	1.40904E+2	-3.793246043E-7	2.950289907E-7	2.2765E+4	1.3E+1	8E+9	1.13E+3	7.363527295E-2	9.283614659E-3	3.331569713E+0
 	0E+0	5.057651963E-7	1.58196E+2	-5.057651963E-7	1.685883988E-7	2.2766E+4	1.3E+1	8E+9	1.131E+3	7.393521296E-2	9.456461801E-3	3.331287903E+0
 	0E+0	7.586477945E-7	1.6938E+2	-7.586477945E-7	1.264411577E-7	2.2767E+4	1.3E+1	8E+9	1.132E+3	7.423515297E-2	9.284953603E-3	3.331739966E+0
 	0E+0	8.007956013E-7	1.61028E+2	-7.586477945E-7	2.528825982E-7	2.2768E+4	1.3E+1	8E+9	1.133E+3	7.453509298E-2	9.215962838E-3	3.331775638E+0
 	0E+0	1.13796957E-6	1.56036E+2	-1.095823178E-6	4.636173895E-7	2.2769E+4	1.3E+1	8E+9	1.134E+3	7.483503299E-2	9.31214325E-3	3.331602791E+0
 	0E+0	8.429419939E-7	1.29402E+2	-5.479115889E-7	6.322057883E-7	2.277E+4	1.3E+1	8E+9	1.135E+3	7.513497301E-2	9.41011956E-3	3.331526582E+0
 	0E+0	6.743550093E-7	1.19982E+2	-3.793246043E-7	5.900579815E-7	2.2771E+4	1.3E+1	8E+9	1.136E+3	7.543491302E-2	9.360045812E-3	3.331596305E+0
 	0E+0	7.586477945E-7	1.42434E+2	-6.322057883E-7	4.636173895E-7	2.2772E+4	1.3E+1	8E+9	1.137E+3	7.573485303E-2	9.363096526E-3	3.331574253E+0
 	0E+0	8.429419939E-7	1.6056E+2	-8.429419939E-7	2.528825982E-7	2.2773E+4	1.3E+1	8E+9	1.138E+3	7.603479304E-2	9.253663355E-3	3.331475668E+0
 	0E+0	6.743550093E-7	1.60344E+2	-6.743550093E-7	2.107362056E-7	2.2774E+4	1.3E+1	8E+9	1.139E+3	7.633473305E-2	9.215221936E-3	3.331610898E+0
 	0E+0	8.429419939E-7	1.40598E+2	-6.743550093E-7	5.057651963E-7	2.2775E+4	1.3E+1	8E+9	1.14E+3	7.663467307E-2	9.388673415E-3	3.331689377E+0
 	0E+0	1.011528978E-6	1.3869E+2	-8.007956013E-7	6.743550093E-7	2.2776E+4	1.3E+1	8E+9	1.141E+3	7.693461308E-2	9.322362625E-3	3.331686134E+0
 	0E+0	6.743550093E-7	1.33602E+2	-5.057651963E-7	4.636173895E-7	2.2777E+4	1.3E+1	8E+9	1.142E+3	7.723455309E-2	9.378521554E-3	3.331542797E+0
 	0E+0	7.165014019E-7	1.36272E+2	-5.479115889E-7	5.057651963E-7	2.2778E+4	1.3E+1	8E+9	1.143E+3	7.75344931E-2	9.286591181E-3	3.331740939E+0
 	0E+0	5.900579815E-7	1.5738E+2	-5.900579815E-7	2.107362056E-7	2.2779E+4	1.3E+1	8E+9	1.144E+3	7.783443311E-2	9.317484585E-3	3.331793799E+0
 	0E+0	8.429419939E-7	1.45884E+2	-7.586477945E-7	4.636173895E-7	2.278E+4	1.3E+1	8E+9	1.145E+3	7.813437313E-2	9.322607935E-3	3.331765909E+0
 	0E+0	9.272361932E-7	1.4592E+2	-8.429419939E-7	5.057651963E-7	2.2781E+4	1.3E+1	8E+9	1.146E+3	7.843431314E-2	9.392862665E-3	3.331657272E+0
 	0E+0	9.272361932E-7	1.47846E+2	-8.429419939E-7	5.057651963E-7	2.2782E+4	1.3E+1	8E+9	1.147E+3	7.873425315E-2	9.348497339E-3	3.331820066E+0
 	0E+0	1.053676785E-6	1.6077E+2	-1.053676785E-6	3.371767975E-7	2.2783E+4	1.3E+1	8E+9	1.148E+3	7.903419316E-2	9.355732048E-3	3.33158236E+0
 	0E+0	9.693825858E-7	1.61994E+2	-9.693825858E-7	2.950289907E-7	2.2784E+4	1.3E+1	8E+9	1.149E+3	7.933413317E-2	9.359460353E-3	3.331371246E+0
 	0E+0	4.636173895E-7	1.56036E+2	-4.636173895E-7	1.685883988E-7	2.2785E+4	1.3E+1	8E+9	1.15E+3	7.963407319E-2	9.403077454E-3	3.331339466E+0
 	0E+0	3.793246043E-7	1.18074E+2	-2.107362056E-7	3.371767975E-7	2.2786E+4	1.3E+1	8E+9	1.151E+3	7.99340132E-2	9.381919562E-3	3.331384866E+0
 	0E+0	7.586477945E-7	1.38654E+2	-5.900579815E-7	5.057651963E-7	2.2787E+4	1.3E+1	8E+9	1.152E+3	8.023395321E-2	9.364251994E-3	3.331345627E+0
 	0E+0	9.693825858E-7	1.46688E+2	-8.429419939E-7	5.057651963E-7	2.2788E+4	1.3E+1	8E+9	1.153E+3	8.053389322E-2	9.392240246E-3	3.331416647E+0
 	0E+0	1.011528978E-6	1.41546E+2	-8.429419939E-7	6.322057883E-7	2.2789E+4	1.3E+1	8E+9	1.154E+3	8.083383323E-2	9.371068108E-3	3.331270716E+0
 	0E+0	1.095823178E-6	1.47996E+2	-9.693825858E-7	5.479115889E-7	2.279E+4	1.3E+1	8E+9	1.155E+3	8.113377325E-2	9.298768762E-3	3.331241854E+0
 	0E+0	1.095823178E-6	1.51782E+2	-9.693825858E-7	5.057651963E-7	2.2791E+4	1.3E+1	8E+9	1.156E+3	8.143371326E-2	9.294616305E-3	3.331330385E+0
 	0E+0	1.180117377E-6	1.57992E+2	-1.13796957E-6	4.214709969E-7	2.2792E+4	1.3E+1	8E+9	1.157E+3	8.173365327E-2	9.394207216E-3	3.331267148E+0
 	0E+0	1.306557969E-6	1.7187E+2	-1.348710019E-6	1.685883988E-7	2.2793E+4	1.3E+1	8E+9	1.158E+3	8.203359328E-2	9.367832075E-3	3.331260663E+0
 	0E+0	1.306557969E-6	1.64478E+2	-1.306557969E-6	3.371767975E-7	2.2794E+4	1.3E+1	8E+9	1.159E+3	8.233353329E-2	9.336129916E-3	3.331278823E+0
 	0E+0	1.685883988E-6	1.52022E+2	-1.517295589E-6	8.007956013E-7	2.2795E+4	1.3E+1	8E+9	1.16E+3	8.263347331E-2	9.345573674E-3	3.331269419E+0
 	0E+0	1.643740424E-6	1.52358E+2	-1.517295589E-6	7.586477945E-7	2.2796E+4	1.3E+1	8E+9	1.161E+3	8.293341332E-2	9.345723233E-3	3.331235368E+0
 	0E+0	1.517295589E-6	1.47996E+2	-1.348710019E-6	8.007956013E-7	2.2797E+4	1.3E+1	8E+9	1.162E+3	8.323335333E-2	9.358202341E-3	3.331213316E+0
 	0E+0	1.264410162E-6	1.25418E+2	-7.586477945E-7	1.053676785E-6	2.2798E+4	1.3E+1	8E+9	1.163E+3	8.353329334E-2	9.339401484E-3	3.331288227E+0
 	0E+0	1.22226377E-6	1.31904E+2	-8.429419939E-7	8.850883864E-7	2.2799E+4	1.3E+1	8E+9	1.164E+3	8.383323335E-2	9.33294923E-3	3.331173428E+0
 	0E+0	1.728027552E-6	1.35546E+2	-1.264410162E-6	1.22226377E-6	2.28E+4	1.3E+1	8E+9	1.165E+3	8.413317337E-2	9.342541419E-3	3.331319359E+0
 	0E+0	2.065204349E-6	1.4184E+2	-1.685883988E-6	1.264410162E-6	2.2801E+4	1.3E+1	8E+9	1.166E+3	8.443311338E-2	9.389033463E-3	3.331349519E+0
 	0E+0	1.896615951E-6	1.50948E+2	-1.728027552E-6	9.272361932E-7	2.2802E+4	1.3E+1	8E+9	1.167E+3	8.473305339E-2	9.369549089E-3	3.33120683E+0
 	0E+0	1.306557969E-6	1.45176E+2	-1.095823178E-6	7.165014019E-7	2.2803E+4	1.3E+1	8E+9	1.168E+3	8.50329934E-2	9.404815256E-3	3.331220126E+0
 	0E+0	1.011528978E-6	1.56972E+2	-9.693825858E-7	3.793246043E-7	2.2804E+4	1.3E+1	8E+9	1.169E+3	8.533293341E-2	9.343235624E-3	3.331240557E+0
 	0E+0	1.433008461E-6	1.59774E+2	-1.348710019E-6	4.636173895E-7	2.2805E+4	1.3E+1	8E+9	1.17E+3	8.563287343E-2	9.366629169E-3	3.331190291E+0
 	0E+0	1.517295589E-6	1.63812E+2	-1.475152025E-6	4.214709969E-7	2.2806E+4	1.3E+1	8E+9	1.171E+3	8.593281344E-2	9.385470397E-3	3.331159484E+0
 	0E+0	1.475152025E-6	1.59024E+2	-1.433008461E-6	5.057651963E-7	2.2807E+4	1.3E+1	8E+9	1.172E+3	8.623275345E-2	9.328519614E-3	3.331251582E+0
 	0E+0	1.517295589E-6	1.39302E+2	-1.180117377E-6	1.011528978E-6	2.2808E+4	1.3E+1	8E+9	1.173E+3	8.653269346E-2	9.37195444E-3	3.331233098E+0
 	0E+0	1.643740424E-6	1.40826E+2	-1.306557969E-6	1.011528978E-6	2.2809E+4	1.3E+1	8E+9	1.174E+3	8.683263347E-2	9.324559686E-3	3.331187697E+0
 	0E+0	1.728027552E-6	1.43286E+2	-1.390856411E-6	1.011528978E-6	2.281E+4	1.3E+1	8E+9	1.175E+3	8.713257349E-2	9.336336984E-3	3.331347897E+0
 	0E+0	1.643740424E-6	1.53072E+2	-1.517295589E-6	7.165014019E-7	2.2811E+4	1.3E+1	8E+9	1.176E+3	8.74325135E-2	9.354729268E-3	3.331367355E+0
 	0E+0	1.390856411E-6	1.5855E+2	-1.348710019E-6	5.057651963E-7	2.2812E+4	1.3E+1	8E+9	1.177E+3	8.773245351E-2	9.310374509E-3	3.33137157E+0
 	0E+0	1.390856411E-6	1.56426E+2	-1.306557969E-6	5.479115889E-7	2.2813E+4	1.3E+1	8E+9	1.178E+3	8.803239352E-2	9.424254174E-3	3.331321954E+0
 	0E+0	1.643740424E-6	1.50552E+2	-1.475152025E-6	8.007956013E-7	2.2814E+4	1.3E+1	8E+9	1.179E+3	8.833233353E-2	9.344675197E-3	3.331340763E+0
 	0E+0	1.854472386E-6	1.48914E+2	-1.643740424E-6	9.272361932E-7	2.2815E+4	1.3E+1	8E+9	1.18E+3	8.863227355E-2	9.380690896E-3	3.331220775E+0
 	0E+0	1.601596859E-6	1.5789E+2	-1.517295589E-6	5.900579815E-7	2.2816E+4	1.3E+1	8E+9	1.181E+3	8.893221356E-2	9.417455115E-3	3.331289849E+0
 	0E+0	1.475152025E-6	1.48572E+2	-1.306557969E-6	7.586477945E-7	2.2817E+4	1.3E+1	8E+9	1.182E+3	8.923215357E-2	9.418170271E-3	3.331166618E+0
 	0E+0	1.938759515E-6	1.36446E+2	-1.475152025E-6	1.348710019E-6	2.2818E+4	1.3E+1	8E+9	1.183E+3	8.953209358E-2	9.394419319E-3	3.331300875E+0
 	0E+0	2.528825982E-6	1.39854E+2	-1.980917221E-6	1.643740424E-6	2.2819E+4	1.3E+1	8E+9	1.184E+3	8.983203359E-2	9.341351795E-3	3.331322602E+0
 	0E+0	2.402381147E-6	1.51164E+2	-2.107347914E-6	1.13796957E-6	2.282E+4	1.3E+1	8E+9	1.185E+3	9.013197361E-2	9.420181538E-3	3.331182184E+0
 	0E+0	1.812328822E-6	1.518E+2	-1.643740424E-6	8.429419939E-7	2.2821E+4	1.3E+1	8E+9	1.186E+3	9.043191362E-2	9.423612784E-3	3.331235692E+0
 	0E+0	1.475152025E-6	1.51032E+2	-1.348710019E-6	7.165014019E-7	2.2822E+4	1.3E+1	8E+9	1.187E+3	9.073185363E-2	9.351253999E-3	3.331223369E+0
 	0E+0	1.517295589E-6	1.5498E+2	-1.433008461E-6	6.322057883E-7	2.2823E+4	1.3E+1	8E+9	1.188E+3	9.103179364E-2	9.433802954E-3	3.331360545E+0
 	0E+0	1.728027552E-6	1.56192E+2	-1.643740424E-6	6.743550093E-7	2.2824E+4	1.3E+1	8E+9	1.189E+3	9.133173365E-2	9.421881728E-3	3.331278823E+0
 	0E+0	1.896615951E-6	1.47096E+2	-1.643740424E-6	1.011528978E-6	2.2825E+4	1.3E+1	8E+9	1.19E+3	9.163167367E-2	9.35571274E-3	3.331578469E+0
 	0E+0	2.402381147E-6	1.40988E+2	-1.896615951E-6	1.475152025E-6	2.2826E+4	1.3E+1	8E+9	1.191E+3	9.193161368E-2	9.427078554E-3	3.331539878E+0
 	0E+0	2.61311311E-6	1.39734E+2	-2.023060785E-6	1.685883988E-6	2.2827E+4	1.3E+1	8E+9	1.192E+3	9.223155369E-2	9.401580268E-3	3.331471452E+0
 	0E+0	2.402381147E-6	1.4055E+2	-1.896615951E-6	1.517295589E-6	2.2828E+4	1.3E+1	8E+9	1.193E+3	9.25314937E-2	9.483100331E-3	3.331360869E+0
 	0E+0	2.065204349E-6	1.4364E+2	-1.728027552E-6	1.22226377E-6	2.2829E+4	1.3E+1	8E+9	1.194E+3	9.283143371E-2	9.530242844E-3	3.331371895E+0
 	0E+0	2.14950562E-6	1.5288E+2	-1.938759515E-6	9.693825858E-7	2.283E+4	1.3E+1	8E+9	1.195E+3	9.313137373E-2	9.369509766E-3	3.331741912E+0
 	0E+0	2.14950562E-6	1.61568E+2	-2.065204349E-6	6.743550093E-7	2.2831E+4	1.3E+1	8E+9	1.196E+3	9.343131374E-2	9.34324496E-3	3.331875844E+0
 	0E+0	1.770171116E-6	1.58478E+2	-1.685883988E-6	6.322057883E-7	2.2832E+4	1.3E+1	8E+9	1.197E+3	9.373125375E-2	9.344057407E-3	3.332048692E+0
 	0E+0	2.023060785E-6	1.58442E+2	-1.938759515E-6	7.165014019E-7	2.2833E+4	1.3E+1	8E+9	1.198E+3	9.403119376E-2	9.442312304E-3	3.331712726E+0
 	0E+0	2.023060785E-6	1.50498E+2	-1.812328822E-6	1.011528978E-6	2.2834E+4	1.3E+1	8E+9	1.199E+3	9.433113377E-2	9.434837949E-3	3.331538257E+0
 	0E+0	2.61311311E-6	1.63842E+2	-2.528825982E-6	7.165014019E-7	2.2835E+4	1.3E+1	8E+9	1.2E+3	9.463107379E-2	9.569264885E-3	3.33126423E+0
 	0E+0	2.61311311E-6	1.5687E+2	-2.444524711E-6	1.011528978E-6	2.2836E+4	1.3E+1	8E+9	1.201E+3	9.49310138E-2	9.409260907E-3	3.331714996E+0
 	0E+0	2.655256674E-6	1.548E+2	-2.444524711E-6	1.095823178E-6	2.2837E+4	1.3E+1	8E+9	1.202E+3	9.523095381E-2	9.374091181E-3	3.331615114E+0
 	0E+0	2.908146343E-6	1.52412E+2	-2.655256674E-6	1.348710019E-6	2.2838E+4	1.3E+1	8E+9	1.203E+3	9.553089382E-2	9.389088404E-3	3.331793799E+0
 	0E+0	3.076734742E-6	1.49934E+2	-2.69741438E-6	1.517295589E-6	2.2839E+4	1.3E+1	8E+9	1.204E+3	9.583083383E-2	9.431128913E-3	3.331763315E+0
 	0E+0	2.69741438E-6	1.53438E+2	-2.486668275E-6	1.22226377E-6	2.284E+4	1.3E+1	8E+9	1.205E+3	9.613077385E-2	9.447103787E-3	3.331664406E+0
 	0E+0	2.739572087E-6	1.47264E+2	-2.318094019E-6	1.475152025E-6	2.2841E+4	1.3E+1	8E+9	1.206E+3	9.643071386E-2	9.368813503E-3	3.331555768E+0
 	0E+0	2.823859215E-6	1.47636E+2	-2.402381147E-6	1.475152025E-6	2.2842E+4	1.3E+1	8E+9	1.207E+3	9.673065387E-2	9.387883601E-3	3.331523663E+0
 	0E+0	2.866002779E-6	1.50312E+2	-2.528825982E-6	1.433008461E-6	2.2843E+4	1.3E+1	8E+9	1.208E+3	9.703059388E-2	9.448187368E-3	3.331474695E+0
 	0E+0	2.908146343E-6	1.4991E+2	-2.528825982E-6	1.433008461E-6	2.2844E+4	1.3E+1	8E+9	1.209E+3	9.733053389E-2	9.419202335E-3	3.33149999E+0
 	0E+0	2.781715651E-6	1.55598E+2	-2.570969546E-6	1.13796957E-6	2.2845E+4	1.3E+1	8E+9	1.21E+3	9.763047391E-2	9.5956432E-3	3.331677702E+0
 	0E+0	2.570969546E-6	1.56462E+2	-2.402381147E-6	1.011528978E-6	2.2846E+4	1.3E+1	8E+9	1.211E+3	9.793041392E-2	9.419629925E-3	3.331539554E+0
 	0E+0	2.444524711E-6	1.58604E+2	-2.318094019E-6	8.850883864E-7	2.2847E+4	1.3E+1	8E+9	1.212E+3	9.823035393E-2	9.453955272E-3	3.331632301E+0
 	0E+0	2.655256674E-6	1.49562E+2	-2.318094019E-6	1.306557969E-6	2.2848E+4	1.3E+1	8E+9	1.213E+3	9.853029394E-2	9.362447971E-3	3.33166019E+0
 	0E+0	2.908146343E-6	1.4721E+2	-2.486668275E-6	1.559439153E-6	2.2849E+4	1.3E+1	8E+9	1.214E+3	9.883023395E-2	9.526658707E-3	3.33165111E+0
 	0E+0	2.739572087E-6	1.47786E+2	-2.360237583E-6	1.475152025E-6	2.285E+4	1.3E+1	8E+9	1.215E+3	9.913017397E-2	9.520244971E-3	3.331704943E+0
 	0E+0	3.034591178E-6	1.50642E+2	-2.655256674E-6	1.475152025E-6	2.2851E+4	1.3E+1	8E+9	1.216E+3	9.943011398E-2	9.534141458E-3	3.331604412E+0
 	0E+0	3.034591178E-6	1.53438E+2	-2.739572087E-6	1.348710019E-6	2.2852E+4	1.3E+1	8E+9	1.217E+3	9.973005399E-2	9.393921782E-3	3.331702024E+0
 	0E+0	3.287480847E-6	1.5579E+2	-3.076734742E-6	1.348710019E-6	2.2853E+4	1.3E+1	8E+9	1.218E+3	1.00029994E-1	9.49698386E-3	3.331696511E+0
 	0E+0	3.287480847E-6	1.5471E+2	-3.034591178E-6	1.390856411E-6	2.2854E+4	1.3E+1	8E+9	1.219E+3	1.00329934E-1	9.410669137E-3	3.331793799E+0
 	0E+0	2.823859215E-6	1.5855E+2	-2.655256674E-6	1.011528978E-6	2.2855E+4	1.3E+1	8E+9	1.22E+3	1.00629874E-1	9.483895542E-3	3.331729913E+0
 	0E+0	2.655256674E-6	1.5456E+2	-2.444524711E-6	1.13796957E-6	2.2856E+4	1.3E+1	8E+9	1.221E+3	1.00929814E-1	9.455258342E-3	3.331712726E+0
 	0E+0	2.823859215E-6	1.51734E+2	-2.528825982E-6	1.306557969E-6	2.2857E+4	1.3E+1	8E+9	1.222E+3	1.01229754E-1	9.523527307E-3	3.33177726E+0
 	0E+0	3.371767975E-6	1.4631E+2	-2.866002779E-6	1.854472386E-6	2.2858E+4	1.3E+1	8E+9	1.223E+3	1.015296941E-1	9.500478804E-3	3.33186871E+0
 	0E+0	3.456055104E-6	1.491E+2	-3.034591178E-6	1.770171116E-6	2.2859E+4	1.3E+1	8E+9	1.224E+3	1.018296341E-1	9.48418973E-3	3.331936163E+0
 	0E+0	3.456055104E-6	1.52226E+2	-3.118892448E-6	1.601596859E-6	2.286E+4	1.3E+1	8E+9	1.225E+3	1.021295741E-1	9.430522466E-3	3.331993238E+0
 	0E+0	3.41391154E-6	1.53438E+2	-3.076734742E-6	1.517295589E-6	2.2861E+4	1.3E+1	8E+9	1.226E+3	1.024295141E-1	9.468084173E-3	3.331823958E+0
 	0E+0	3.287480847E-6	1.53438E+2	-2.992447614E-6	1.475152025E-6	2.2862E+4	1.3E+1	8E+9	1.227E+3	1.027294541E-1	9.488073182E-3	3.331858657E+0
 	0E+0	3.076734742E-6	1.39638E+2	-2.360237583E-6	1.980917221E-6	2.2863E+4	1.3E+1	8E+9	1.228E+3	1.030293941E-1	9.491990164E-3	3.331869683E+0
 	0E+0	3.034591178E-6	1.42164E+2	-2.444524711E-6	1.854472386E-6	2.2864E+4	1.3E+1	8E+9	1.229E+3	1.033293341E-1	9.48502225E-3	3.33166246E+0
 	0E+0	3.076734742E-6	1.49934E+2	-2.69741438E-6	1.517295589E-6	2.2865E+4	1.3E+1	8E+9	1.23E+3	1.036292741E-1	9.503051331E-3	3.331785367E+0
 	0E+0	3.034591178E-6	1.5423E+2	-2.739572087E-6	1.306557969E-6	2.2866E+4	1.3E+1	8E+9	1.231E+3	1.039292142E-1	9.533691708E-3	3.331816499E+0
 	0E+0	3.41391154E-6	1.56954E+2	-3.161036012E-6	1.306557969E-6	2.2867E+4	1.3E+1	8E+9	1.232E+3	1.042291542E-1	9.420816353E-3	3.331799312E+0
 	0E+0	3.666801209E-6	1.55556E+2	-3.371767975E-6	1.517295589E-6	2.2868E+4	1.3E+1	8E+9	1.233E+3	1.045290942E-1	9.490524253E-3	3.331576199E+0
 	0E+0	3.624643502E-6	1.54422E+2	-3.329624411E-6	1.559439153E-6	2.2869E+4	1.3E+1	8E+9	1.234E+3	1.048290342E-1	9.443873006E-3	3.331566794E+0
 	0E+0	3.540356374E-6	1.52754E+2	-3.161036012E-6	1.601596859E-6	2.287E+4	1.3E+1	8E+9	1.235E+3	1.051289742E-1	9.498930874E-3	3.331734777E+0
 	0E+0	3.076734742E-6	1.51878E+2	-2.739572087E-6	1.433008461E-6	2.2871E+4	1.3E+1	8E+9	1.236E+3	1.054289142E-1	9.483916853E-3	3.331698781E+0
 	0E+0	2.823859215E-6	1.53012E+2	-2.570969546E-6	1.264410162E-6	2.2872E+4	1.3E+1	8E+9	1.237E+3	1.057288542E-1	9.497552794E-3	3.331841794E+0
 	0E+0	3.203179577E-6	1.49682E+2	-2.781715651E-6	1.601596859E-6	2.2873E+4	1.3E+1	8E+9	1.238E+3	1.060287942E-1	9.472876256E-3	3.331619978E+0
 	0E+0	3.371767975E-6	1.49514E+2	-2.95030405E-6	1.685883988E-6	2.2874E+4	1.3E+1	8E+9	1.239E+3	1.063287343E-1	9.492389839E-3	3.331827201E+0
 	0E+0	3.329624411E-6	1.54158E+2	-3.034591178E-6	1.433008461E-6	2.2875E+4	1.3E+1	8E+9	1.24E+3	1.066286743E-1	9.486897611E-3	3.331468209E+0
 	0E+0	3.034591178E-6	1.52838E+2	-2.739572087E-6	1.348710019E-6	2.2876E+4	1.3E+1	8E+9	1.241E+3	1.069286143E-1	9.500760422E-3	3.33173121E+0
 	0E+0	3.287480847E-6	1.53438E+2	-2.992447614E-6	1.475152025E-6	2.2877E+4	1.3E+1	8E+9	1.242E+3	1.072285543E-1	9.319230123E-3	3.331675108E+0
 	0E+0	3.624643502E-6	1.55586E+2	-3.329624411E-6	1.475152025E-6	2.2878E+4	1.3E+1	8E+9	1.243E+3	1.075284943E-1	9.474272548E-3	3.331911192E+0
 	0E+0	3.49821281E-6	1.55142E+2	-3.245323141E-6	1.475152025E-6	2.2879E+4	1.3E+1	8E+9	1.244E+3	1.078284343E-1	9.499433362E-3	3.331724724E+0
 	0E+0	3.203179577E-6	1.50618E+2	-2.823859215E-6	1.559439153E-6	2.288E+4	1.3E+1	8E+9	1.245E+3	1.081283743E-1	9.534957699E-3	3.331903085E+0
 	0E+0	3.203179577E-6	1.46886E+2	-2.739572087E-6	1.728027552E-6	2.2881E+4	1.3E+1	8E+9	1.246E+3	1.084283143E-1	9.316867238E-3	3.332031505E+0
 	0E+0	3.287480847E-6	1.48338E+2	-2.866002779E-6	1.728027552E-6	2.2882E+4	1.3E+1	8E+9	1.247E+3	1.087282543E-1	9.721205491E-3	3.331836281E+0
 	0E+0	3.203179577E-6	1.46076E+2	-2.69741438E-6	1.770171116E-6	2.2883E+4	1.3E+1	8E+9	1.248E+3	1.090281944E-1	9.601018814E-3	3.331586576E+0
 	0E+0	3.245323141E-6	1.49532E+2	-2.823859215E-6	1.643740424E-6	2.2884E+4	1.3E+1	8E+9	1.249E+3	1.093281344E-1	9.287942915E-3	3.331978969E+0
 	0E+0	3.203179577E-6	1.52868E+2	-2.866002779E-6	1.433008461E-6	2.2885E+4	1.3E+1	8E+9	1.25E+3	1.096280744E-1	9.636240627E-3	3.33111765E+0
 	0E+0	3.41391154E-6	1.55916E+2	-3.118892448E-6	1.348710019E-6	2.2886E+4	1.3E+1	8E+9	1.251E+3	1.099280144E-1	1.005391867E-2	3.331899842E+0
 	0E+0	3.287480847E-6	1.52166E+2	-2.95030405E-6	1.517295589E-6	2.2887E+4	1.3E+1	8E+9	1.252E+3	1.102279544E-1	9.311627291E-3	3.331388758E+0
 	0E+0	3.245323141E-6	1.52148E+2	-2.908146343E-6	1.517295589E-6	2.2888E+4	1.3E+1	8E+9	1.253E+3	1.105278944E-1	9.283781211E-3	3.331646246E+0
 	0E+0	3.161036012E-6	1.50204E+2	-2.781715651E-6	1.559439153E-6	2.2889E+4	1.3E+1	8E+9	1.254E+3	1.108278344E-1	9.046668848E-3	3.332350932E+0
 	0E+0	3.161036012E-6	1.48308E+2	-2.739572087E-6	1.643740424E-6	2.289E+4	1.3E+1	8E+9	1.255E+3	1.111277744E-1	9.681908084E-3	3.331958215E+0
 	0E+0	3.540356374E-6	1.4547E+2	-2.95030405E-6	2.023060785E-6	2.2891E+4	1.3E+1	8E+9	1.256E+3	1.114277145E-1	9.805995E-3	3.331527231E+0
